city_state,weight_distance,from_dallas,from_away
South Haven_MN,13335738970.26892,1270,1368
South Jordan_UT,12262391462.364952,2042,596
South Lake Tahoe_CA,11623314526.344229,2097,541
South Lyon_MI,10839716004.440483,1136,1502
South Milwaukee_WI,11534898376.482977,1109,1529
South Pasadena_CA,11444761232.203407,2101,537
South Plainfield_NJ,10940192785.73101,1320,1318
South Portland_ME,12265845351.499725,1703,935
South San Francisco_CA,11653153613.28175,2109,529
South Sioux City_NE,13500310622.004696,1092,1546
Southaven_MS,12259770011.706146,862,1776
Southfield_MI,10814239469.092402,1142,1496
Southgate_MI,10746807736.875772,1119,1519
Spanaway_WA,13033786579.52397,2149,489
Sparks_NV,11700630439.142824,2097,541
Spartanburg_SC,10667449502.86575,1074,1564
Spencer_IA,13288690833.455112,1101,1537
Spencer_IN,10884659426.282642,938,1700
Spencer_WV,10232351708.670101,1033,1605
Spokane_WA,13187788030.04802,2138,500
Spring Branch_TX,15235598638.10086,2200,438
Spring City_UT,12215288389.320417,2041,597
Spring Hill_FL,12656451134.018028,1407,1231
Spring Hill_TN,11215074744.291576,937,1701
Spring Lake_MI,11285467594.871756,1148,1490
Spring Lake_NC,10685986652.428696,1139,1499
Spring Valley_CA,11717115374.691227,2100,538
Spring Valley_MN,12702024045.097301,1159,1479
Spring Valley_NY,11082100587.961948,1366,1272
Spring_TX,15115102655.25211,2052,586
Springboro_OH,10442966358.285433,992,1646
Springdale_AR,13561026699.217882,696,1942
Springfield_IL,11689040547.548262,932,1706
Springfield_MA,11566057124.231459,1521,1117
Springfield_MO,13085783156.084904,734,1904
Springfield_OR,12517649206.578728,2138,500
Springfield_TN,11088700798.225555,933,1705
Springfield_VA,10413386288.980991,1176,1462
Springtown_TX,15199966143.325241,1909,729
Stafford Springs_CT,11590922338.750374,1549,1089
Stafford_TX,15139242242.427647,2193,445
Stamford_CT,11186766793.023256,1396,1242
Standish_MI,11301008900.688011,1197,1441
Stanford_KY,10542833540.655943,969,1669
Stanley_NC,10564273279.694416,1084,1554
Stanton_CA,11479485232.633944,2101,537
Starke_FL,12151715017.85941,1320,1318
State College_PA,10527945841.140985,1173,1465
Staten Island_NY,10992423898.059479,1335,1303
Statesboro_GA,11351025247.678995,1130,1508
Statesville_NC,10486961981.758194,1087,1551
Staunton_VA,10285977925.142496,1120,1518
Steilacoom_WA,13054710037.611519,2149,489
Stephens City_VA,10325764157.61928,1148,1490
Sterling Heights_MI,10826958603.258585,1151,1487
Sterling_CO,13561321870.438204,1815,823
Sterling_VA,10388638479.933224,1168,1470
Stewartville_MN,12748434979.98283,1169,1469
Stigler_OK,14112784467.690977,639,1999
Stockbridge_GA,11199819196.372915,1029,1609
Stockton_CA,11572473278.058462,2104,534
Stockton_MO,13178271932.642818,782,1856
Stone Mountain_GA,11113934868.127995,1025,1613
Stony Brook_NY,11269864495.157488,1427,1211
Strasburg_VA,10315312758.861525,1142,1496
Stratford_CA,11449892388.54824,2101,537
Streamwood_IL,11421355071.382462,1079,1559
